Статьи,PL группа 1,Статьи затрат PL в 1 C,%,Факт,%_сравнеие,Период,Monthnumber
EBITDA,Расходы по Логистике,Сертификация,,-498939.28,-3070%,2023,5
EBITDA,Расходы по Логистике,Сертификация,,-570907.16,-2671%,2023,6
EBITDA,Расходы по Логистике,Сертификация,,-670982.1299999999,-2257%,2023,7
EBITDA,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-840000,-161%,2023,2
EBITDA,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-1185000,-85%,2023,3
EBITDA,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-1155000,-89%,2023,4
EBITDA,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-500000,-338%,2023,5
EBITDA,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-644000,-240%,2023,6
EBITDA,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-16000,-13576%,2023,7
EBITDA,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-137201228,64%,2023,1
EBITDA,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-20279519.2,-142%,2023,2
EBITDA,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-28360862.21,-73%,2023,3
EBITDA,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-288295128.3,83%,2023,4
EBITDA,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-117973615.24000001,58%,2023,5
EBITDA,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-113358832.92000002,57%,2023,6
EBITDA,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-210739753.62,77%,2023,7
EBITDA,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-50000,-2892%,2023,1
EBITDA,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-250000,-498%,2023,3
EBITDA,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-1961000,24%,2023,4
EBITDA,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-150000,-897%,2023,5
EBITDA,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-462000,-224%,2023,6
EBITDA,Расходы по Логистике,Транспортные расходы (перемещения товара),,-2973755.56,-4114%,2023,1
EBITDA,Расходы по Логистике,Транспортные расходы (перемещения товара),,-3502487.36,-3477%,2023,2
EBITDA,Расходы по Логистике,Транспортные расходы (перемещения товара),,-14987208.27,-736%,2023,3
EBITDA,Расходы по Логистике,Транспортные расходы (перемещения товара),,-63980203.56999999,-96%,2023,4
EBITDA,Расходы по Логистике,Транспортные расходы (перемещения товара),,-54840657.35,-128%,2023,5
EBITDA,Расходы по Логистике,Транспортные расходы (перемещения товара),,-29697864.470000003,-322%,2023,6
