Статьи,PL группа 1,Статьи затрат PL в 1 C,%,Факт,%_сравнеие,Период,Monthnumber
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,1225098,-3340%,2023,1
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,1384024,-2945%,2023,2
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,2341749,-1700%,2023,3
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,14665634,-187%,2023,4
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,7222364.4,-484%,2023,6
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,45816,-91884%,2023,7
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,68631,-73616%,2022,2
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,2428933.75,-1983%,2022,3
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,12499275.200000001,-305%,2022,4
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,2537866.38,-1893%,2022,5
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,8994475.68,-462%,2022,7
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,3278782,-1443%,2022,8
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,464538.00000000006,-10791%,2022,9
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,10204231.42,-396%,2022,10
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,535750.9,-9343%,2022,11
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,1130802.5,-4374%,2022,12
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,14342417.109999998,100%,2021,1
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,9148677.18,100%,2021,2
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,5759662.25,100%,2021,3
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,6901836.22,100%,2021,4
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,1879686.25,100%,2021,5
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,2565113.8,100%,2021,6
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,19693833.67,100%,2021,7
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,217911.59,100%,2021,8
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,3276088,100%,2021,10
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,5605670.76,100%,2021,11
EBITDA,Прочие доходы,"Доход по штрафам, пеням, неустойкам",,-18798923.64,100%,2021,12
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,7605000,45%,2023,4
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,460798.3,-809%,2023,5
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,258778,-1518%,2023,6
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,523078,-700%,2023,7
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,0,,2023,8
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,669961,-252%,2022,6
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,2797398,16%,2022,9
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,719369.5,-228%,2022,10
EBITDA,Прочие доходы,Доходы от оприходования излишков на складах,,2359870.1700000004,100%,2021,1
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,46768875.43,-546%,2023,3
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,15722.5,-1921755%,2023,6
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,1316250,-22856%,2023,7
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,96666.76,-312483%,2023,8
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,2053571.43,-798%,2022,1
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,16524408,-12%,2022,4
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,11335714.29,-63%,2022,6
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,29039927.23,37%,2022,7
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,12208572,-51%,2022,8
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,9325264,-98%,2022,9
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,25854719.39,29%,2022,11
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,195821428.56999993,91%,2022,12
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,1696428.57,-4042%,2021,1
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,392857.14,-17787%,2021,2
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,4910714.29,-1331%,2021,6
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,4017857.14,-1649%,2021,7
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,245131.16,-28566%,2021,9
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,462982.14,-15078%,2021,10
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,4475800.89,-1470%,2021,11
EBITDA,Прочие доходы,Доходы от реализации ОС и НМА,,2232142.86,-3048%,2021,12
EBITDA,Прочие доходы,Доходы от списания обязательств,,22459111.85,-619%,2023,1
EBITDA,Прочие доходы,Доходы от списания обязательств,,4383906,-3586%,2023,2
EBITDA,Прочие доходы,Доходы от списания обязательств,,98014.99,-164760%,2023,3
EBITDA,Прочие доходы,Доходы от списания обязательств,,54000,-299136%,2023,5
EBITDA,Прочие доходы,Доходы от списания обязательств,,24124263.3,-570%,2023,6
EBITDA,Прочие доходы,Доходы от списания обязательств,,47306610.65,-200%,2022,1
EBITDA,Прочие доходы,Доходы от списания обязательств,,860364,-16419%,2022,2
EBITDA,Прочие доходы,Доходы от списания обязательств,,1423405.89,-9884%,2022,3
EBITDA,Прочие доходы,Доходы от списания обязательств,,563040,-25142%,2022,5
EBITDA,Прочие доходы,Доходы от списания обязательств,,2361003.4699999997,-5919%,2022,6
EBITDA,Прочие доходы,Доходы от списания обязательств,,246185,-57629%,2022,7
EBITDA,Прочие доходы,Доходы от списания обязательств,,1096270,-12864%,2022,8
EBITDA,Прочие доходы,Доходы от списания обязательств,,1000767,-14101%,2022,9
EBITDA,Прочие доходы,Доходы от списания обязательств,,390900,-36257%,2022,10
EBITDA,Прочие доходы,Доходы от списания обязательств,,2250990,-6214%,2022,11
EBITDA,Прочие доходы,Доходы от списания обязательств,,104088046.63,-37%,2022,12
EBITDA,Прочие доходы,Доходы от списания обязательств,,3412160,100%,2021,11
EBITDA,Прочие доходы,Доходы от списания обязательств,,138707729.42000002,100%,2021,12
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,15141517.39,-151%,2023,1
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,109212,-34744%,2023,2
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,378828,-9945%,2023,4
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,15046866.1,-153%,2023,5
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,277730.1,-13602%,2023,6
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,37269686.33,-2%,2023,7
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,561719.02,-10567%,2022,1
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,1613,-3714564%,2022,2
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,4062684,-1375%,2022,4
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,2000000,-2896%,2022,5
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,16706445.259999998,-259%,2022,6
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,5803571.43,-932%,2022,8
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,115590,-51736%,2022,11
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,8802231.08,-581%,2022,12
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,5318978.590000001,-40781%,2021,1
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,-58479.68000000005,3718391%,2021,2
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,3437543.9000000004,-63156%,2021,3
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,2607404.75,-83295%,2021,4
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,11431870.91,-18921%,2021,5
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,2192001.87,-99099%,2021,6
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,4494079.79,-48285%,2021,7
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,2369180.71,-91680%,2021,8
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,2040571.49,-106461%,2021,9
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,7401752.25,-29277%,2021,10
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,9483209.1,-22829%,2021,11
EBITDA,Прочие доходы,Прочие доходы (доход от неосновной деятельности),,9199410.28,-23537%,2021,12
EBITDA,Прочие доходы,Списание кредиторской задолженности,,76650,100%,2022,1
EBITDA,Прочие доходы,Списание кредиторской задолженности,,1073660,100%,2022,2
EBITDA,Прочие доходы,Списание кредиторской задолженности,,426528.41000000003,100%,2022,12
EBITDA,Прочие доходы,Страховая выплата,,336000,100%,2021,8
EBITDA,Прочие доходы,Страховые премии,,95000,100%,2021,7
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-26621845.82,-1081%,2023,1
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-28089512.78,-1019%,2023,2
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-55105196.96,-470%,2023,3
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-30187366.15,-941%,2023,4
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-60702434.12,-418%,2023,5
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-39725402.3,-691%,2023,6
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-33668519.63,-833%,2023,7
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-758928.57,-41313%,2023,8
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-19768215.61,-614%,2022,1
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-10739946.7,-1214%,2022,2
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-12125910.53,-1064%,2022,3
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-26277382.32,-437%,2022,4
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-45633131.4,-209%,2022,5
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-36102167.580000006,-291%,2022,6
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-24961841.41,-465%,2022,7
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-36451807.27,-287%,2022,8
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-26130978.69,-440%,2022,9
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-23221330.73,-508%,2022,10
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-26450043.119999997,-434%,2022,11
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-26431606.71,-434%,2022,12
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-7195255.65,-1251%,2021,1
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-8248379.069999999,-1079%,2021,2
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-14841443.23,-555%,2021,3
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-11290919.32,-761%,2021,4
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-26739965.78,-264%,2021,5
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-17680129.48,-450%,2021,6
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-12584280.88,-673%,2021,7
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-9233193.540000003,-953%,2021,8
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-9765614.990000002,-896%,2021,9
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-7345701.99,-1224%,2021,10
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-6577330.92,-1378%,2021,11
EBITDA,Прочие Операционные расходы,Аренда помещений (склады),,-9609559.540000001,-912%,2021,12
EBITDA,Прочие Операционные расходы,Аренда склада,,-937500,79%,2023,6
EBITDA,Прочие Операционные расходы,Аренда склада,,-110673.87,100%,2022,11
EBITDA,Прочие Операционные расходы,Аренда склада,,-86071.43,100%,2022,12
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-10714285.68,-608%,2022,2
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-5646178.59,-1243%,2022,3
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-10260656.29,-639%,2022,5
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-4687500.02,-1518%,2022,6
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-4687500.02,-1518%,2022,7
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-4601094.66,-1548%,2022,8
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-4017857.16,-1787%,2022,9
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-4017857.16,-1787%,2022,10
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-4017857.16,-1787%,2022,11
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-4017857.16,-1787%,2022,12
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-160000,100%,2021,2
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-40178571.4,100%,2021,7
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-12053571.48,100%,2021,8
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-6026785.74,100%,2021,9
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-12053571.48,100%,2021,11
EBITDA,Прочие Операционные расходы,Аренда транспорта,,-5357142.88,100%,2021,12
EBITDA,Прочие Операционные расходы,ГСМ,,-7097147.17,-861%,2023,1
EBITDA,Прочие Операционные расходы,ГСМ,,-7394912.430000002,-822%,2023,2
EBITDA,Прочие Операционные расходы,ГСМ,,-8446037.280000001,-707%,2023,3
EBITDA,Прочие Операционные расходы,ГСМ,,-9166481.809999997,-644%,2023,4
EBITDA,Прочие Операционные расходы,ГСМ,,-10193896.479999997,-569%,2023,5
EBITDA,Прочие Операционные расходы,ГСМ,,-11292956.190000003,-504%,2023,6
EBITDA,Прочие Операционные расходы,ГСМ,,-2852462.8599999994,-1392%,2022,1
EBITDA,Прочие Операционные расходы,ГСМ,,-3557935.0099999993,-1096%,2022,2
EBITDA,Прочие Операционные расходы,ГСМ,,-3669483.8099999987,-1059%,2022,3
EBITDA,Прочие Операционные расходы,ГСМ,,-4245993.68,-902%,2022,4
EBITDA,Прочие Операционные расходы,ГСМ,,-6048372.960000001,-603%,2022,5
EBITDA,Прочие Операционные расходы,ГСМ,,-7713829.409999999,-452%,2022,6
EBITDA,Прочие Операционные расходы,ГСМ,,-7239353.080000002,-488%,2022,7
EBITDA,Прочие Операционные расходы,ГСМ,,-5327010.640000001,-699%,2022,8
EBITDA,Прочие Операционные расходы,ГСМ,,-7619228.830000001,-458%,2022,9
EBITDA,Прочие Операционные расходы,ГСМ,,-6923011.480000001,-515%,2022,10
EBITDA,Прочие Операционные расходы,ГСМ,,-5614724.03,-658%,2022,11
EBITDA,Прочие Операционные расходы,ГСМ,,-7374579.449999999,-477%,2022,12
EBITDA,Прочие Операционные расходы,ГСМ,,-1689522.2599999998,-1436%,2021,1
EBITDA,Прочие Операционные расходы,ГСМ,,-1455933.9499999997,-1683%,2021,2
EBITDA,Прочие Операционные расходы,ГСМ,,-3542826.6100000003,-633%,2021,3
EBITDA,Прочие Операционные расходы,ГСМ,,-1646399.7599999998,-1477%,2021,4
EBITDA,Прочие Операционные расходы,ГСМ,,-138625.47999999998,-18625%,2021,5
EBITDA,Прочие Операционные расходы,ГСМ,,-3854894.329999999,-573%,2021,6
EBITDA,Прочие Операционные расходы,ГСМ,,-1512353.2199999997,-1616%,2021,7
EBITDA,Прочие Операционные расходы,ГСМ,,-1130175.0100000002,-2197%,2021,8
EBITDA,Прочие Операционные расходы,ГСМ,,-10000,-259475%,2021,9
EBITDA,Прочие Операционные расходы,ГСМ,,-1749951.9600000002,-1383%,2021,10
EBITDA,Прочие Операционные расходы,ГСМ,,-2672224.13,-871%,2021,11
EBITDA,Прочие Операционные расходы,ГСМ,,-23142467.900000002,-12%,2021,12
EBITDA,Прочие Операционные расходы,Интернет,,-517503.25,-871%,2023,1
EBITDA,Прочие Операционные расходы,Интернет,,-476384.58999999997,-955%,2023,2
EBITDA,Прочие Операционные расходы,Интернет,,-574253.71,-775%,2023,3
EBITDA,Прочие Операционные расходы,Интернет,,-520801.72,-865%,2023,4
EBITDA,Прочие Операционные расходы,Интернет,,-574523.66,-775%,2023,5
EBITDA,Прочие Операционные расходы,Интернет,,-559805.29,-798%,2023,6
EBITDA,Прочие Операционные расходы,Интернет,,-2687.2200000000003,-186929%,2023,7
EBITDA,Прочие Операционные расходы,Интернет,,-370635.49999999994,-1434%,2022,1
EBITDA,Прочие Операционные расходы,Интернет,,-386736.9499999999,-1371%,2022,2
EBITDA,Прочие Операционные расходы,Интернет,,-374080.73999999993,-1420%,2022,3
EBITDA,Прочие Операционные расходы,Интернет,,-448266.3399999999,-1169%,2022,4
EBITDA,Прочие Операционные расходы,Интернет,,-385444.76999999996,-1376%,2022,5
EBITDA,Прочие Операционные расходы,Интернет,,-460935.37,-1134%,2022,6
EBITDA,Прочие Операционные расходы,Интернет,,-137835.22999999998,-4026%,2022,7
EBITDA,Прочие Операционные расходы,Интернет,,-450564.97,-1162%,2022,8
EBITDA,Прочие Операционные расходы,Интернет,,-774193.3699999999,-635%,2022,9
EBITDA,Прочие Операционные расходы,Интернет,,-517881.89999999997,-998%,2022,10
EBITDA,Прочие Операционные расходы,Интернет,,-184683.12000000002,-2979%,2022,11
EBITDA,Прочие Операционные расходы,Интернет,,-534629.61,-964%,2022,12
EBITDA,Прочие Операционные расходы,Интернет,,-434564.93000000005,-682%,2021,1
EBITDA,Прочие Операционные расходы,Интернет,,-415124.61,-719%,2021,2
EBITDA,Прочие Операционные расходы,Интернет,,-710256.8099999999,-378%,2021,3
EBITDA,Прочие Операционные расходы,Интернет,,-676054.6200000001,-403%,2021,4
EBITDA,Прочие Операционные расходы,Интернет,,-735980.15,-362%,2021,5
EBITDA,Прочие Операционные расходы,Интернет,,-432170.1500000001,-686%,2021,6
EBITDA,Прочие Операционные расходы,Интернет,,-434798.89,-681%,2021,7
EBITDA,Прочие Операционные расходы,Интернет,,-389353.63,-773%,2021,8
EBITDA,Прочие Операционные расходы,Интернет,,-382558.48,-788%,2021,9
EBITDA,Прочие Операционные расходы,Интернет,,-337357.44,-907%,2021,10
EBITDA,Прочие Операционные расходы,Интернет,,-179965.38,-1788%,2021,11
EBITDA,Прочие Операционные расходы,Интернет,,-559096.2899999999,-508%,2021,12
EBITDA,Прочие Операционные расходы,Комиссия банка,,-7142.87,-21856%,2022,1
EBITDA,Прочие Операционные расходы,Комиссия банка,,-41953.61000000001,-3638%,2022,2
EBITDA,Прочие Операционные расходы,Комиссия банка,,-101355.78999999995,-1447%,2022,3
EBITDA,Прочие Операционные расходы,Комиссия банка,,-39810.74,-3839%,2022,4
EBITDA,Прочие Операционные расходы,Комиссия банка,,-18733.579999999998,-8271%,2022,5
EBITDA,Прочие Операционные расходы,Комиссия банка,,-11081888.02,86%,2022,6
EBITDA,Прочие Операционные расходы,Комиссия банка,,-3452933.02,55%,2022,7
EBITDA,Прочие Операционные расходы,Комиссия банка,,-3607600.44,57%,2022,8
EBITDA,Прочие Операционные расходы,Комиссия банка,,-7100,-21988%,2022,9
EBITDA,Прочие Операционные расходы,Комиссия банка,,-2900,-53979%,2022,10
EBITDA,Прочие Операционные расходы,Комиссия банка,,-2900,-53979%,2022,11
EBITDA,Прочие Операционные расходы,Комиссия банка,,-9639.5,-16169%,2022,12
EBITDA,Прочие Операционные расходы,Комиссия банка,,-1568280.2,-187%,2021,12
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-292195.63,-338%,2023,1
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-234823.63,-445%,2023,2
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-277428.26,-362%,2023,3
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-89969.15,-1323%,2023,4
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-81142.69,-1478%,2023,5
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-660000,-81%,2022,1
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-1239.79,-96464%,2022,10
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-227944.25,-425%,2022,11
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-391461.77,-206%,2022,12
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-280480.57,20%,2021,3
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-206186.1,-9%,2021,4
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-52900.12,-323%,2021,5
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-28421.27,-688%,2021,6
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-34685.96,-546%,2021,7
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-37596.68,-496%,2021,8
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-100000,-124%,2021,9
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-173982.75,-29%,2021,11
EBITDA,Прочие Операционные расходы,Коммунальные платежи (склады),,-282931.7,21%,2021,12
EBITDA,Прочие Операционные расходы,Коммунальные услуги,,-37447.8,100%,2023,5
EBITDA,Прочие Операционные расходы,Коммунальные услуги,,-61925.89,100%,2023,6
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-254500,-1231%,2023,2
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-2922871.45,-16%,2023,3
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-148401.79,-2183%,2023,4
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-2221758.9100000006,-52%,2023,5
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-488200.00999999995,-594%,2023,6
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-3610012.5100000002,6%,2023,7
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-94366.07,-2508%,2022,1
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-1458482.14,-69%,2022,2
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-1142555.02,-115%,2022,3
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-93357.14,-2537%,2022,4
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-328294.65,-650%,2022,5
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-99000,-2386%,2022,7
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-171947.32,-1332%,2022,8
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-42528.57,-5634%,2021,2
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-1692130,-44%,2021,3
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-24492.86,-9857%,2021,4
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-95342.76999999999,-2458%,2021,5
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-83070.72,-2836%,2021,7
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-206212,-1083%,2021,8
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-23569.15,-10247%,2021,9
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-208928.57,-1067%,2021,10
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-41033.92,-5843%,2021,11
EBITDA,Прочие Операционные расходы,Лабораторные исследования,,-44196.44,-5418%,2021,12
EBITDA,Прочие Операционные расходы,Налог за эмиссии в окружающую среду,,-64000,-56%,2022,2
EBITDA,Прочие Операционные расходы,Налог за эмиссии в окружающую среду,,-695,-14302%,2022,3
EBITDA,Прочие Операционные расходы,Налог за эмиссии в окружающую среду,,-694,-14323%,2022,6
EBITDA,Прочие Операционные расходы,Налог за эмиссии в окружающую среду,,-258,-38697%,2022,9
EBITDA,Прочие Операционные расходы,Налог за эмиссии в окружающую среду,,-232000,57%,2022,11
EBITDA,Прочие Операционные расходы,Налог за эмиссии в окружающую среду,,-124284,19%,2022,12
EBITDA,Прочие Операционные расходы,Налог за эмиссии в окружающую среду,,-55131,-279%,2021,3
EBITDA,Прочие Операционные расходы,Налог за эмиссии в окружающую среду,,-44965,-365%,2021,6
EBITDA,Прочие Операционные расходы,Налог на землю,,-110956,25%,2023,2
EBITDA,Прочие Операционные расходы,Налог на землю,,-20806,-300%,2023,5
EBITDA,Прочие Операционные расходы,Налог на землю,,-38412,-265%,2022,3
EBITDA,Прочие Операционные расходы,Налог на землю,,-19206,-629%,2022,8
EBITDA,Прочие Операционные расходы,Налог на землю,,-19206,-629%,2022,11
EBITDA,Прочие Операционные расходы,Налог на землю,,-6400,-2088%,2022,12
EBITDA,Прочие Операционные расходы,Налог на землю,,-140053.22999999998,82%,2021,12
EBITDA,Прочие Операционные расходы,Налог на имущество,,-791,-410853%,2023,1
EBITDA,Прочие Операционные расходы,Налог на имущество,,-5651377,42%,2023,2
EBITDA,Прочие Операционные расходы,Налог на имущество,,-791,-410853%,2023,4
EBITDA,Прочие Операционные расходы,Налог на имущество,,-939545,-246%,2023,5
EBITDA,Прочие Операционные расходы,Налог на имущество,,-791,-410853%,2023,7
EBITDA,Прочие Операционные расходы,Налог на имущество,,-703638,-75%,2022,3
EBITDA,Прочие Операционные расходы,Налог на имущество,,-351819,-250%,2022,8
EBITDA,Прочие Операционные расходы,Налог на имущество,,-1413428,13%,2022,11
EBITDA,Прочие Операционные расходы,Налог на имущество,,-781751,-58%,2022,12
EBITDA,Прочие Операционные расходы,Налог на имущество,,-124209,-185%,2021,3
EBITDA,Прочие Операционные расходы,Налог на имущество,,-123626,-186%,2021,6
EBITDA,Прочие Операционные расходы,Налог на имущество,,-123626,-186%,2021,9
EBITDA,Прочие Операционные расходы,Налог на имущество,,-860762.53,59%,2021,12
EBITDA,Прочие Операционные расходы,Налог на транспорт,,-33483.75,-2699%,2022,4
EBITDA,Прочие Операционные расходы,Налог на транспорт,,-1240474.75,24%,2022,7
EBITDA,Прочие Операционные расходы,Налог на транспорт,,-6892,-13496%,2022,12
EBITDA,Прочие Операционные расходы,Налог на транспорт,,-764994,0%,2021,7
EBITDA,Прочие Операционные расходы,Налог на транспорт,,-172070,-343%,2021,12
EBITDA,Прочие Операционные расходы,НДС Налогового агента,,-3545120,100%,2022,12
EBITDA,Прочие Операционные расходы,НДС не разрешенный к зачету,,-2737988.1199999996,15%,2023,3
EBITDA,Прочие Операционные расходы,НДС не разрешенный к зачету,,-9601549.08,76%,2023,6
EBITDA,Прочие Операционные расходы,НДС не разрешенный к зачету,,-64344.21,100%,2022,3
EBITDA,Прочие Операционные расходы,НДС не разрешенный к зачету,,-399547.45999999996,100%,2022,6
